,شهر,تاريخ الاتصال,تاريخ طلب الاوردر,كود العميل,جوده المنتج - التغليف,خدمه متلقي الاوردر,وصول الاوردر بالميعاد المحدد,الخدمه مرضيه بشكل عام,ارتداء الطيار الكمامة,نوع المكالمة,ملاحظات العميل
1675,مارس,45004,45003,514330.0,5,5,5,5,5,شكر,خدمة ممتازة جدا
1676,مارس,45004,45003,514997.0,5,5,5,5,5,شكر,خدمة ممتازة جدا
1677,مارس,45004,45003,519408.0,5,5,5,5,5,شكر,خدمة ممتازة جدا
1678,مارس,45004,45003,524214.0,5,5,5,5,5,شكر,خدمة ممتازة جدا
1679,مارس,45004,45003,524299.0,5,5,5,5,5,شكر,خدمة ممتازة جدا
1680,مارس,45004,45003,524785.0,5,5,5,5,3,شكوي,سمك بلطي لم يتم تنضيفه جيدا 
1681,مارس,45004,45003,525023.0,5,5,5,5,5,شكر,خدمة ممتازة جدا
1682,مارس,45004,45003,525211.0,5,5,5,5,5,شكر,خدمة ممتازة جدا
1683,مارس,45004,45003,601287.0,5,5,5,5,5,شكر,خدمة ممتازة جدا
1684,مارس,45004,45003,602384.0,5,5,5,5,5,شكر,خدمة ممتازة جدا
1685,مارس,45004,45003,602474.0,5,5,5,5,5,شكر,خدمة ممتازة جدا
1686,مارس,45004,45003,602885.0,5,5,5,5,5,شكر,خدمة ممتازة جدا .. لم يقوم تسوية السمك
1687,مارس,45004,45003,604769.0,5,5,5,5,5,شكر,خدمة ممتازة جدا
1688,مارس,45004,45003,605740.0,5,5,5,5,5,شكر,خدمة ممتازة جدا
1689,مارس,45004,45003,606910.0,5,5,5,5,5,شكر,خدمة ممتازة جدا
1690,مارس,45004,45003,606931.0,5,5,5,5,5,شكر,خدمة ممتازة جدا
1691,مارس,45004,45003,608362.0,5,5,5,5,5,شكر,خدمة ممتازة جدا
1692,مارس,45004,45003,612027.0,5,5,5,5,5,شكر,خدمة ممتازة جدا
1693,مارس,45004,45003,612705.0,5,5,5,5,5,شكر,خدمة ممتازة جدا
1694,مارس,45004,45003,613103.0,5,5,5,5,5,شكر,خدمة ممتازة جدا
1695,مارس,45004,45003,615113.0,5,5,5,5,5,شكر,خدمة ممتازة جدا
1696,مارس,45004,45003,615540.0,5,5,5,5,5,شكر,خدمة ممتازة جدا .. لم يقوم تسوية السمك
1697,مارس,45004,45003,617629.0,5,5,5,5,5,شكر,خدمة ممتازة جدا
1698,مارس,45004,45003,618190.0,5,5,5,5,5,شكر,خدمة ممتازة جدا
1699,مارس,45004,45003,620033.0,5,5,5,5,5,شكر,خدمة ممتازة جدا
1700,مارس,45004,45003,624126.0,5,5,5,5,5,شكر,خدمة ممتازة جدا
1701,مارس,45004,45003,624954.0,5,5,5,5,5,شكر,خدمة ممتازة جدا
1702,مارس,45004,45003,626067.0,5,5,5,5,5,شكر,خدمة ممتازة جدا
1703,مارس,45004,45003,626382.0,5,5,5,5,5,شكر,خدمة ممتازة جدا
1704,مارس,45004,45003,626555.0,5,5,5,1,1,شكوي,يشكو  موظف القسم  وان اسلوبه سئ  جدا مع العميل  ولا يريد الالتزام بالطلب  ويقول للعميل ( انت محتاج كتالوج خاص بك ) على حد قول العميل .. هيثم دياب 01001453011 ...  225/15/250/180323
1705,مارس,45004,45003,627446.0,5,5,5,5,5,شكر,خدمة ممتازة جدا
1706,مارس,45004,45003,628292.0,5,5,5,5,5,شكر,خدمة ممتازة جدا
1707,مارس,45004,45003,628420.0,5,5,5,5,5,شكر,خدمة ممتازة جدا
1708,مارس,45004,45003,835305.0,5,5,5,5,5,شكر,خدمة ممتازة جدا
1709,مارس,45004,45003,835562.0,5,5,5,5,5,شكر,خدمة ممتازة جدا .. لم يقوم تسوية السمك
1710,مارس,45004,45003,836655.0,3,5,5,5,3,شكوي, طعم الجمبرى سئ جدا والقشر لازق فى اللحم
1711,مارس,45004,45003,837667.0,5,5,5,5,5,شكر,خدمة ممتازة جدا
1712,مارس,45004,45003,837753.0,5,5,5,5,5,شكر,خدمة ممتازة جدا
1713,مارس,45004,45003,838125.0,5,5,5,5,5,شكر,خدمة ممتازة جدا
1714,مارس,45005,45004,3153.0,5,5,5,5,5,شكر,خدمة ممتازة جدا  ... لم يقوم بتسوية السمك
1715,مارس,45005,45004,68160.0,5,5,5,5,5,شكر,خدمة ممتازة جدا   
1716,مارس,45005,45004,453401.0,5,5,5,5,5,شكر,خدمة ممتازة جدا   
1717,مارس,45005,45004,507500.0,5,5,5,5,5,شكر,خدمة ممتازة جدا   
1718,مارس,45005,45004,518590.0,5,5,5,5,5,شكر,خدمة ممتازة جدا    .. لم يقوم بتسوية السمك 
1719,مارس,45005,45004,604481.0,5,5,5,5,5,شكر,خدمه ممتازة جدا 
1720,مارس,45005,45004,606996.0,5,5,5,5,5,شكر,خدمه ممتازة جدا 
1721,مارس,45005,45004,607845.0,5,5,5,5,5,شكر,خدمه ممتازة جدا 
1722,مارس,45005,45004,608313.0,5,5,5,5,5,شكر,خدمه ممتازة جدا  .. لم يقوم بتسوية السمك 
1723,مارس,45005,45004,608876.0,5,5,5,5,5,شكر,خدمه ممتازة جدا .. لم يقوم بتسوية السمك 
1724,مارس,45005,45004,610819.0,5,5,5,5,5,شكر,خدمه ممتازة جدا 
1725,مارس,45005,45004,611024.0,5,5,5,5,5,شكر,خدمه ممتازة جدا .. لم يقوم بتسوية السمك 
1726,مارس,45005,45004,611116.0,5,5,5,5,5,شكر,خدمه ممتازة جدا 
1727,مارس,45005,45004,613002.0,5,5,5,5,5,شكر,خدمه ممتازة جدا 
1728,مارس,45005,45004,613313.0,5,5,5,5,5,شكر,خدمه ممتازة جدا 
1729,مارس,45005,45004,614461.0,5,5,5,5,5,شكر,خدمه ممتازة جدا 
1730,مارس,45005,45004,615679.0,5,5,5,5,5,شكر,خدمه ممتازة جدا 
1731,مارس,45005,45004,621460.0,5,5,5,5,5,شكر,خدمه ممتازة جدا 
1732,مارس,45005,45004,621804.0,5,5,5,5,5,شكر,خدمه ممتازة جدا 
1733,مارس,45005,45004,627393.0,5,5,5,5,5,شكر,خدمه ممتازة جدا 
1734,مارس,45005,45004,629226.0,5,5,5,5,5,شكر,خدمه ممتازة جدا 
1735,مارس,45005,45004,635303.0,5,5,5,5,5,شكر,خدمه ممتازة جدا 
1736,مارس,45005,45004,672666.0,5,5,5,5,5,شكر,خدمه ممتازة جدا 
1737,مارس,45005,45004,788970.0,5,5,5,5,5,شكر,خدمه ممتازة جدا 
1738,مارس,45005,45004,834422.0,5,5,5,5,5,شكر,خدمه ممتازة جدا 
1739,مارس,45005,45004,834765.0,5,5,5,5,5,شكر,خدمه ممتازة جدا 
1740,مارس,45005,45004,836548.0,5,5,5,5,5,شكر,خدمه ممتازة جدا 
1741,مارس,45006,45005,507068.0,5,5,5,5,5,شكر,خدمه ممتازة جدا  .. لم يقوم بتسوية السمك 
1742,مارس,45006,45005,507490.0,5,5,5,5,5,شكر,خدمه ممتازة جدا  .. لم يقوم بتسوية السمك 
1743,مارس,45006,45005,507642.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
1744,مارس,45006,45005,507838.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
1745,مارس,45006,45005,508606.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
1746,مارس,45006,45005,509064.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
1747,مارس,45006,45005,510052.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
1748,مارس,45006,45005,517857.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
1749,مارس,45006,45005,517976.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
1750,مارس,45006,45005,521738.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
1751,مارس,45006,45005,522076.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
1752,مارس,45006,45005,524416.0,5,5,5,5,5,شكر,خدمة ممتازة جدا  ويشكر العاملين بالقسم
1753,مارس,45006,45005,526414.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
1754,مارس,45006,45005,601736.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
1755,مارس,45006,45005,602125.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
1756,مارس,45006,45005,607825.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
1757,مارس,45006,45005,615662.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
1758,مارس,45006,45005,617435.0,5,5,5,5,5,شكر,خدمة ممتازة جدا .. لم يقوم تسوية السمك
1759,مارس,45006,45005,617567.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
1760,مارس,45006,45005,618510.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
1761,مارس,45006,45005,631013.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
1762,مارس,45006,45005,738993.0,3,4,4,4,3,شكوي,سمك بلطي جودته سيئه والتتبيلة بدون طعم 
1763,مارس,45006,45005,835286.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
1764,مارس,45006,45005,837040.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
1765,مارس,45006,45005,837524.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
1766,مارس,45008,45007,508423.0,5,5,5,5,5,شكر,خدمه ممتازة جدا 
1767,مارس,45008,45007,511477.0,5,5,5,5,5,شكر,خدمه ممتازة جدا 
1768,مارس,45008,45007,512861.0,5,5,5,5,5,شكر,خدمه ممتازة جدا 
1769,مارس,45008,45007,513709.0,5,5,5,5,5,شكر,خدمه ممتازة جدا 
1770,مارس,45008,45007,514415.0,5,5,5,5,5,شكر,خدمه ممتازة جدا 
1771,مارس,45008,45007,514724.0,5,5,5,5,5,شكر,خدمه ممتازة جدا 
1772,مارس,45008,45007,516294.0,5,5,5,3,3,شكوي,تم طلب اوردر سمك استلام بالفرع الساعة 2 وعند وصول العميل للفرع وجد انه لم يتم تجهيز الاوردر وانتظر حتى الساعة 3:30 لحين استلامة 
1773,مارس,45008,45007,517847.0,5,5,5,3,3,شكوي,سمك ماكريل غير طازج 
1774,مارس,45008,45007,522254.0,5,5,5,5,5,شكر,خدمه ممتازة جدا 
1775,مارس,45008,45007,525235.0,5,5,5,5,5,شكر,خدمه ممتازة جدا 
1776,مارس,45008,45007,608979.0,5,5,5,5,5,شكر,خدمه ممتازة جدا 
1777,مارس,45008,45007,609373.0,5,5,5,5,5,شكر,خدمه ممتازة جدا 
1778,مارس,45008,45007,611528.0,5,5,5,5,5,شكر,خدمه ممتازة جدا 
1779,مارس,45008,45007,616658.0,5,5,5,5,5,شكر,خدمه ممتازة جدا 
1780,مارس,45008,45007,617650.0,5,5,5,5,5,شكر,خدمه ممتازة جدا 
1781,مارس,45008,45007,618733.0,5,5,5,5,5,شكر,خدمه ممتازة جدا 
1782,مارس,45008,45007,620964.0,5,5,5,5,5,شكر,خدمه ممتازة جدا 
1783,مارس,45008,45007,625606.0,5,5,5,5,5,شكر,خدمه ممتازة جدا 
1784,مارس,45008,45007,627587.0,5,5,5,5,5,شكر,خدمه ممتازة جدا 
1785,مارس,45008,45007,835084.0,5,5,5,5,5,شكر,خدمه ممتازة جدا 
1786,مارس,45010,45009,508509.0,5,5,5,5,5,شكر, الخدمة ممتازة
1787,مارس,45010,45009,516846.0,5,5,5,5,5,شكر, الخدمة ممتازة
1788,مارس,45010,45009,520439.0,5,5,5,5,5,شكر, الخدمة ممتازة
1789,مارس,45010,45009,521538.0,5,5,5,5,5,شكر, الخدمة ممتازة
1790,مارس,45010,45009,528006.0,5,5,5,5,5,شكر, الخدمة ممتازة
1791,مارس,45010,45009,530067.0,3,5,5,5,3,شكوي, فيليه  قشر  بياض  يحتوى على  شوك لم يتم  تنظيفه  من الشوك  جيدا الجمبرى الاماراتى  مهرى  اثناء  التظيف
1792,مارس,45010,45009,602364.0,5,5,5,5,5,شكر, الخدمة ممتازة
1793,مارس,45010,45009,610362.0,5,5,5,5,5,شكر, الخدمة ممتازة
1794,مارس,45010,45009,631087.0,3,5,5,5,3,شكوي,سمك  الدينيس   به  رائحة  زفارة  بسبب  عدم التنظيف  الجيد  
1795,مارس,45010,45009,739107.0,5,5,5,5,5,شكر, الخدمة ممتازة
1796,مارس,45011,45010,507875.0,5,5,5,5,5,شكر,  الخدمة  ممتازة
1797,مارس,45011,45010,508177.0,5,5,5,3,3,شكوي,وضع الجمبرى فى  طبقين  فويل   دخولهم  فى وزن  الجمبرى وزن  الجمبرى  0.832جرام وتاخير تجهيز  الجمبرى  نى    بعد  ساعتين  لحين  فصلهم  من  الثلج  بون 15/15/250/250323 ا/نانيس العدوى محمد  01140055944
1798,مارس,45011,45010,512384.0,5,5,5,5,5,شكر,  الخدمة  ممتازة
1799,مارس,45011,45010,514999.0,5,5,5,5,5,شكر,  الخدمة  ممتازة
1800,مارس,45011,45010,518731.0,3,5,3,3,3,شكوي,  عدم  التنظيف الجيد لسمك الدينيس
1801,مارس,45011,45010,518835.0,5,5,5,5,5,شكر,  الخدمة  ممتازة
1802,مارس,45011,45010,519341.0,5,5,5,5,5,شكر,  الخدمة  ممتازة
1803,مارس,45011,45010,520561.0,5,5,5,5,5,شكر,  الخدمة  ممتازة
1804,مارس,45011,45010,521801.0,5,5,5,5,5,شكر,  الخدمة  ممتازة
1805,مارس,45011,45010,523806.0,5,5,5,5,5,شكر,  الخدمة  ممتازة
1806,مارس,45011,45010,524299.0,5,5,5,5,5,شكر,  الخدمة  ممتازة
1807,مارس,45011,45010,526840.0,5,5,5,5,5,شكر,  الخدمة  ممتازة
1808,مارس,45011,45010,527786.0,5,5,5,5,5,شكر,  الخدمة  ممتازة
1809,مارس,45011,45010,528081.0,5,5,5,5,5,شكر,  الخدمة  ممتازة
1810,مارس,45011,45010,600798.0,5,5,5,5,5,شكر,  الخدمة  ممتازة
1811,مارس,45011,45010,606639.0,5,5,5,5,5,شكر,  الخدمة  ممتازة
1812,مارس,45011,45010,610362.0,5,5,5,5,5,شكر,  الخدمة  ممتازة
1813,مارس,45011,45010,616600.0,5,5,5,5,5,شكر,  الخدمة  ممتازة
1814,مارس,45011,45010,619788.0,5,5,5,5,5,شكر,  الخدمة  ممتازة
1815,مارس,45011,45010,626401.0,5,5,5,5,5,شكر,  الخدمة  ممتازة
1816,مارس,45011,45010,788787.0,3,5,3,3,3,شكوي,سمك  فيليه   بلطى غير  فريش
1817,مارس,45011,45010,835102.0,5,5,5,5,5,شكر,  الخدمة  ممتازة
1818,مارس,45011,45010,836079.0,5,5,5,5,5,شكر,  الخدمة  ممتازة
1819,مارس,45011,45010,838059.0,5,5,5,5,5,شكر,  الخدمة  ممتازة
1820,مارس,45012,45011,509063.0,2,2,2,4,2,شكوي,الجمبرى  سئ جدا وغير طازج  ويقول انه تسبب فى حدوث اعياء للعميل   
1821,مارس,45012,45011,510302.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
1822,مارس,45012,45011,510813.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
1823,مارس,45012,45011,515610.0,2,4,4,4,2,شكوي,سمك بلطي غير طازج و طعمه سئ جدا  ويقول انه تسبب  فى حدوث اعياء للعميل 
1824,مارس,45012,45011,515823.0,5,5,5,1,1,شكوي,يشكو سوء معاملة موظف القسم  واسلوبه السئ جدا مع العميل  .. حاتم سيد / 01111154121 بون 73/11/250/260323
1825,مارس,45012,45011,522488.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
1826,مارس,45012,45011,528909.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
1827,مارس,45012,45011,603741.0,1,1,1,1,1,شكوي,سمك بلطي سئ جدا والبورى سئ جدا والشوى محروق و ناشف 
1828,مارس,45012,45011,604503.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
1829,مارس,45012,45011,605545.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
1830,مارس,45012,45011,607666.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
1831,مارس,45012,45011,609323.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
1832,مارس,45012,45011,609982.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
1833,مارس,45012,45011,617786.0,5,5,5,5,5,شكر,خدمة ممتازة جدا  .. لم يقوم بتسوية السمك بعد 
1834,مارس,45012,45011,624219.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
1835,مارس,45012,45011,627955.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
1836,مارس,45012,45011,631878.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
1837,مارس,45012,45011,834078.0,1,4,4,1,4,شكوي,سمك بلطي غير  طازج ومهرى 
1838,مارس,45012,45011,834849.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
1839,مارس,45012,45011,834984.0,5,5,5,5,5,شكر,خدمة ممتازة جدا 
1840,مارس,45012,45011,837783.0,4,4,4,4,3,شكوي,ارتفاع سعر السمك البلطى بشكل مبالغ فيه
1841,مارس,45013,45012,229545.0,5,5,5,5,5,شكر,  الخدمة  ممتازة
1842,مارس,45013,45012,507971.0,5,5,5,5,5,شكر,  الخدمة  ممتازة
1843,مارس,45013,45012,508730.0,5,5,5,5,5,شكر,  الخدمة  ممتازة
1844,مارس,45013,45012,510551.0,5,5,5,5,5,شكر,  الخدمة  ممتازة  العميل  لم يقم  بالتسوية  بعد
1845,مارس,45013,45012,514394.0,5,5,5,5,5,شكر,  الخدمة  ممتازة
1846,مارس,45013,45012,522700.0,5,5,5,5,5,شكر,  الخدمة  ممتازة  العميل  لم يقم  بالتسوية  بعد
1847,مارس,45013,45012,523850.0,5,5,5,5,3,شكوي,  ارتفاع اسعار  البلطى عن  محلات  السمك الخارجية
1848,مارس,45013,45012,526961.0,5,5,5,5,5,شكر,  الخدمة  ممتازة
1849,مارس,45013,45012,528824.0,5,5,5,5,5,شكر,  الخدمة  ممتازة
1850,مارس,45013,45012,606613.0,5,5,5,5,5,شكر,  الخدمة  ممتازة
1851,مارس,45013,45012,608087.0,5,5,5,5,5,شكر,  الخدمة  ممتازة
1852,مارس,45013,45012,613559.0,5,5,5,5,5,شكر,  الخدمة  ممتازة
1853,مارس,45013,45012,618319.0,5,5,5,5,5,شكر,  الخدمة  ممتازة
1854,مارس,45013,45012,624867.0,5,5,5,5,5,شكر,  الخدمة  ممتازة
1855,مارس,45013,45012,625216.0,5,5,5,5,5,شكر,  الخدمة  ممتازة
1856,مارس,45013,45012,627876.0,5,5,5,5,5,شكر,  الخدمة  ممتازة
1857,مارس,45013,45012,629301.0,5,5,5,5,5,شكر,  الخدمة  ممتازة
1858,مارس,45013,45012,632655.0,5,5,5,5,5,شكر,  الخدمة  ممتازة
1859,مارس,45013,45012,739095.0,5,5,5,5,5,شكر,  الخدمة  ممتازة  العميل  لم يقم  بالتسوية  بعد
1860,مارس,45013,45012,836784.0,5,5,5,5,5,شكر,  الخدمة  ممتازة
